,trip_id,trip_headsign
4064,ASP22GEN-5111-Weekday-00_061450_5..N66R,Eastchester-Dyre Av
4065,ASP22GEN-5111-Weekday-00_061950_5..N66R,Eastchester-Dyre Av
4066,ASP22GEN-5111-Weekday-00_062100_5..S03R,Flatbush Av-Brooklyn College
4067,ASP22GEN-5111-Weekday-00_062700_5..N66R,Eastchester-Dyre Av
4068,ASP22GEN-5111-Weekday-00_062850_5..S03R,Flatbush Av-Brooklyn College
4069,ASP22GEN-5111-Weekday-00_063350_5..N66R,Eastchester-Dyre Av
4070,ASP22GEN-5111-Weekday-00_063650_5..S03R,Flatbush Av-Brooklyn College
4071,ASP22GEN-5111-Weekday-00_064350_5..N66R,Eastchester-Dyre Av
4072,ASP22GEN-5111-Weekday-00_064450_5..S03R,Flatbush Av-Brooklyn College
4073,ASP22GEN-5111-Weekday-00_065100_5..N67R,E 180 St
4074,ASP22GEN-5111-Weekday-00_065200_5..N66R,Eastchester-Dyre Av
4075,ASP22GEN-5111-Weekday-00_065250_5..S03R,Flatbush Av-Brooklyn College
4076,ASP22GEN-5111-Weekday-00_066000_5..N66R,Eastchester-Dyre Av
4077,ASP22GEN-5111-Weekday-00_066050_5..S03R,Flatbush Av-Brooklyn College
4078,ASP22GEN-5111-Weekday-00_066850_5..N66R,Eastchester-Dyre Av
4079,ASP22GEN-5111-Weekday-00_066850_5..S03R,Flatbush Av-Brooklyn College
4080,ASP22GEN-5111-Weekday-00_067650_5..N66R,Eastchester-Dyre Av
4081,ASP22GEN-5111-Weekday-00_067650_5..S03R,Flatbush Av-Brooklyn College
4082,ASP22GEN-5111-Weekday-00_068450_5..N66R,Eastchester-Dyre Av
4083,ASP22GEN-5111-Weekday-00_068450_5..S03R,Flatbush Av-Brooklyn College
4084,ASP22GEN-5111-Weekday-00_069250_5..N66R,Eastchester-Dyre Av
4085,ASP22GEN-5111-Weekday-00_069250_5..S03R,Flatbush Av-Brooklyn College
4086,ASP22GEN-5111-Weekday-00_070050_5..N66R,Eastchester-Dyre Av
4087,ASP22GEN-5111-Weekday-00_070050_5..S03R,Flatbush Av-Brooklyn College
4088,ASP22GEN-5111-Weekday-00_070850_5..N66R,Eastchester-Dyre Av
4089,ASP22GEN-5111-Weekday-00_070850_5..S03R,Flatbush Av-Brooklyn College
4090,ASP22GEN-5111-Weekday-00_071650_5..N66R,Eastchester-Dyre Av
4091,ASP22GEN-5111-Weekday-00_071650_5..S03R,Flatbush Av-Brooklyn College
4092,ASP22GEN-5111-Weekday-00_072400_5..N66R,Eastchester-Dyre Av
4093,ASP22GEN-5111-Weekday-00_072450_5..S03R,Flatbush Av-Brooklyn College
4094,ASP22GEN-5111-Weekday-00_073200_5..N66R,Eastchester-Dyre Av
4095,ASP22GEN-5111-Weekday-00_073250_5..S03R,Flatbush Av-Brooklyn College
4096,ASP22GEN-5111-Weekday-00_074050_5..N66R,Eastchester-Dyre Av
4097,ASP22GEN-5111-Weekday-00_074050_5..S03R,Flatbush Av-Brooklyn College
4098,ASP22GEN-5111-Weekday-00_074850_5..N66R,Eastchester-Dyre Av
4099,ASP22GEN-5111-Weekday-00_074850_5..S03R,Flatbush Av-Brooklyn College
4100,ASP22GEN-5111-Weekday-00_075650_5..N66R,Eastchester-Dyre Av
4101,ASP22GEN-5111-Weekday-00_075650_5..S03R,Flatbush Av-Brooklyn College
4102,ASP22GEN-5111-Weekday-00_076450_5..N66R,Eastchester-Dyre Av
4103,ASP22GEN-5111-Weekday-00_076450_5..S03R,Flatbush Av-Brooklyn College
4104,ASP22GEN-5111-Weekday-00_077250_5..N66R,Eastchester-Dyre Av
4105,ASP22GEN-5111-Weekday-00_077250_5..S03R,Flatbush Av-Brooklyn College
4106,ASP22GEN-5111-Weekday-00_078050_5..N66R,Eastchester-Dyre Av
4107,ASP22GEN-5111-Weekday-00_078050_5..S03R,Flatbush Av-Brooklyn College
4108,ASP22GEN-5111-Weekday-00_078850_5..N66R,Eastchester-Dyre Av
4109,ASP22GEN-5111-Weekday-00_078850_5..S03R,Flatbush Av-Brooklyn College
4110,ASP22GEN-5111-Weekday-00_079650_5..N66R,Eastchester-Dyre Av
4111,ASP22GEN-5111-Weekday-00_079650_5..S03R,Flatbush Av-Brooklyn College
4112,ASP22GEN-5111-Weekday-00_080450_5..N66R,Eastchester-Dyre Av
4113,ASP22GEN-5111-Weekday-00_080450_5..S03R,Flatbush Av-Brooklyn College
4114,ASP22GEN-5111-Weekday-00_081250_5..N66R,Eastchester-Dyre Av
4115,ASP22GEN-5111-Weekday-00_081250_5..S03R,Flatbush Av-Brooklyn College
4116,ASP22GEN-5111-Weekday-00_082050_5..N66R,Eastchester-Dyre Av
4117,ASP22GEN-5111-Weekday-00_082050_5..S03R,Flatbush Av-Brooklyn College
4118,ASP22GEN-5111-Weekday-00_082850_5..N66R,Eastchester-Dyre Av
4119,ASP22GEN-5111-Weekday-00_082850_5..S03R,Flatbush Av-Brooklyn College
4120,ASP22GEN-5111-Weekday-00_083650_5..N66R,Eastchester-Dyre Av
4121,ASP22GEN-5111-Weekday-00_083650_5..S03R,Flatbush Av-Brooklyn College
4122,ASP22GEN-5111-Weekday-00_084400_5..S03R,Flatbush Av-Brooklyn College
4123,ASP22GEN-5111-Weekday-00_084450_5..N66R,Eastchester-Dyre Av
4124,ASP22GEN-5111-Weekday-00_085000_5..S03R,Flatbush Av-Brooklyn College
4125,ASP22GEN-5111-Weekday-00_085250_5..N66R,Eastchester-Dyre Av
4126,ASP22GEN-5111-Weekday-00_085350_5..S03R,Flatbush Av-Brooklyn College
4127,ASP22GEN-5111-Weekday-00_086050_5..N66R,Eastchester-Dyre Av
4128,ASP22GEN-5111-Weekday-00_086550_5..S03R,Flatbush Av-Brooklyn College
4129,ASP22GEN-5111-Weekday-00_086850_5..N66R,Eastchester-Dyre Av
4130,ASP22GEN-5111-Weekday-00_087350_5..S03R,Flatbush Av-Brooklyn College
4131,ASP22GEN-5111-Weekday-00_087600_5..N66R,Eastchester-Dyre Av
4132,ASP22GEN-5111-Weekday-00_088050_5..S03R,Flatbush Av-Brooklyn College
4133,ASP22GEN-5111-Weekday-00_088400_5..N66R,Eastchester-Dyre Av
4134,ASP22GEN-5111-Weekday-00_088500_5..S03R,Flatbush Av-Brooklyn College
4135,ASP22GEN-5111-Weekday-00_089250_5..N66R,Eastchester-Dyre Av
4136,ASP22GEN-5111-Weekday-00_089450_5..S21R,Crown Hts-Utica Av
4137,ASP22GEN-5111-Weekday-00_089500_5..S03R,Flatbush Av-Brooklyn College
4138,ASP22GEN-5111-Weekday-00_090000_5..N66R,Eastchester-Dyre Av
4139,ASP22GEN-5111-Weekday-00_090050_5..S07R,Crown Hts-Utica Av
4140,ASP22GEN-5111-Weekday-00_090150_5..S12R,Bowling Green
4141,ASP22GEN-5111-Weekday-00_090650_5..S03R,Flatbush Av-Brooklyn College
4142,ASP22GEN-5111-Weekday-00_090800_5..N66R,Eastchester-Dyre Av
4143,ASP22GEN-5111-Weekday-00_091100_5..S07R,Crown Hts-Utica Av
4144,ASP22GEN-5111-Weekday-00_091400_5..N71R,Eastchester-Dyre Av
4145,ASP22GEN-5111-Weekday-00_091450_5..S12R,Bowling Green
4146,ASP22GEN-5111-Weekday-00_091550_5..S03R,Flatbush Av-Brooklyn College
4147,ASP22GEN-5111-Weekday-00_091900_5..S03R,Flatbush Av-Brooklyn College
4148,ASP22GEN-5111-Weekday-00_092400_5..N71R,Eastchester-Dyre Av
4149,ASP22GEN-5111-Weekday-00_092700_5..S03R,Flatbush Av-Brooklyn College
4150,ASP22GEN-5111-Weekday-00_092950_5..N74R,Eastchester-Dyre Av
4151,ASP22GEN-5111-Weekday-00_093450_5..S03R,Flatbush Av-Brooklyn College
4152,ASP22GEN-5111-Weekday-00_093550_5..N74R,Eastchester-Dyre Av
4153,ASP22GEN-5111-Weekday-00_094150_5..N74R,Eastchester-Dyre Av
4154,ASP22GEN-5111-Weekday-00_094150_5..S03R,Flatbush Av-Brooklyn College
4155,ASP22GEN-5111-Weekday-00_094750_5..S03R,Flatbush Av-Brooklyn College
4156,ASP22GEN-5111-Weekday-00_095000_5..N76R,Nereid Av
4157,ASP22GEN-5111-Weekday-00_095050_5..S21R,Crown Hts-Utica Av
4158,ASP22GEN-5111-Weekday-00_095600_5..N72R,Eastchester-Dyre Av
4159,ASP22GEN-5111-Weekday-00_095800_5..S08R,Bowling Green
4160,ASP22GEN-5111-Weekday-00_095950_5..N74R,Eastchester-Dyre Av
4161,ASP22GEN-5111-Weekday-00_096400_5..S07R,Crown Hts-Utica Av
4162,ASP22GEN-5111-Weekday-00_096450_5..S02R,Flatbush Av-Brooklyn College
4163,ASP22GEN-5111-Weekday-00_096550_5..N76R,Nereid Av
4164,ASP22GEN-5111-Weekday-00_096800_5..S03R,Flatbush Av-Brooklyn College
4165,ASP22GEN-5111-Weekday-00_097100_5..S02R,Flatbush Av-Brooklyn College
4166,ASP22GEN-5111-Weekday-00_097300_5..N72R,Eastchester-Dyre Av
4167,ASP22GEN-5111-Weekday-00_097350_5..N74R,Eastchester-Dyre Av
4168,ASP22GEN-5111-Weekday-00_097400_5..S03R,Flatbush Av-Brooklyn College
4169,ASP22GEN-5111-Weekday-00_097950_5..S03R,Flatbush Av-Brooklyn College
4170,ASP22GEN-5111-Weekday-00_098100_5..N74R,Eastchester-Dyre Av
4171,ASP22GEN-5111-Weekday-00_098700_5..S03R,Flatbush Av-Brooklyn College
4172,ASP22GEN-5111-Weekday-00_098950_5..N68R,Nereid Av
4173,ASP22GEN-5111-Weekday-00_099500_5..S07R,Crown Hts-Utica Av
4174,ASP22GEN-5111-Weekday-00_099550_5..N76R,Nereid Av
4175,ASP22GEN-5111-Weekday-00_100000_5..N74R,Eastchester-Dyre Av
4176,ASP22GEN-5111-Weekday-00_100100_5..S03R,Flatbush Av-Brooklyn College
4177,ASP22GEN-5111-Weekday-00_100350_5..N06R,Eastchester-Dyre Av
4178,ASP22GEN-5111-Weekday-00_100750_5..N74R,Eastchester-Dyre Av
4179,ASP22GEN-5111-Weekday-00_101200_5..N76R,Nereid Av
4180,ASP22GEN-5111-Weekday-00_101450_5..S07R,Crown Hts-Utica Av
4181,ASP22GEN-5111-Weekday-00_101700_5..N70R,Nereid Av
4182,ASP22GEN-5111-Weekday-00_102100_5..S03R,Flatbush Av-Brooklyn College
4183,ASP22GEN-5111-Weekday-00_102250_5..N76R,Nereid Av
4184,ASP22GEN-5111-Weekday-00_102550_5..S03R,Flatbush Av-Brooklyn College
4185,ASP22GEN-5111-Weekday-00_103100_5..N31R,Nereid Av
4186,ASP22GEN-5111-Weekday-00_103100_5..N74R,Eastchester-Dyre Av
4187,ASP22GEN-5111-Weekday-00_103200_5..N72R,Eastchester-Dyre Av
4188,ASP22GEN-5111-Weekday-00_103350_5..S03R,Flatbush Av-Brooklyn College
4189,ASP22GEN-5111-Weekday-00_103850_5..N74R,Eastchester-Dyre Av
4190,ASP22GEN-5111-Weekday-00_104150_5..S03R,Flatbush Av-Brooklyn College
4191,ASP22GEN-5111-Weekday-00_104350_5..N76R,Nereid Av
4192,ASP22GEN-5111-Weekday-00_104350_5..N77R,Eastchester-Dyre Av
4193,ASP22GEN-5111-Weekday-00_104500_5..N68R,Nereid Av
4194,ASP22GEN-5111-Weekday-00_104750_5..N74R,Eastchester-Dyre Av
4195,ASP22GEN-5111-Weekday-00_104950_5..S03R,Flatbush Av-Brooklyn College
4196,ASP22GEN-5111-Weekday-00_105900_5..N74R,Eastchester-Dyre Av
4197,ASP22GEN-5111-Weekday-00_106100_5..S03R,Flatbush Av-Brooklyn College
4198,ASP22GEN-5111-Weekday-00_106250_5..N22R,Nereid Av
4199,ASP22GEN-5111-Weekday-00_106450_5..N76R,Nereid Av
4200,ASP22GEN-5111-Weekday-00_107050_5..S03R,Flatbush Av-Brooklyn College
4201,ASP22GEN-5111-Weekday-00_107100_5..N74R,Eastchester-Dyre Av
4202,ASP22GEN-5111-Weekday-00_107800_5..N74R,Eastchester-Dyre Av
4203,ASP22GEN-5111-Weekday-00_108100_5..S03R,Flatbush Av-Brooklyn College
4204,ASP22GEN-5111-Weekday-00_109000_5..S03R,Flatbush Av-Brooklyn College
4205,ASP22GEN-5111-Weekday-00_109100_5..N72R,Eastchester-Dyre Av
4206,ASP22GEN-5111-Weekday-00_109100_5..N74R,Eastchester-Dyre Av
4207,ASP22GEN-5111-Weekday-00_109800_5..N74R,Eastchester-Dyre Av
4208,ASP22GEN-5111-Weekday-00_109850_5..S03R,Flatbush Av-Brooklyn College
4209,ASP22GEN-5111-Weekday-00_110850_5..N74R,Eastchester-Dyre Av
4210,ASP22GEN-5111-Weekday-00_111000_5..S03R,Flatbush Av-Brooklyn College
4211,ASP22GEN-5111-Weekday-00_111600_5..N74R,Eastchester-Dyre Av
4212,ASP22GEN-5111-Weekday-00_111750_5..S03R,Flatbush Av-Brooklyn College
4213,ASP22GEN-5111-Weekday-00_112500_5..N74R,Eastchester-Dyre Av
4214,ASP22GEN-5111-Weekday-00_112650_5..S03R,Flatbush Av-Brooklyn College
4215,ASP22GEN-5111-Weekday-00_113400_5..S03R,Flatbush Av-Brooklyn College
4216,ASP22GEN-5111-Weekday-00_113550_5..N74R,Eastchester-Dyre Av
4217,ASP22GEN-5111-Weekday-00_114200_5..N71R,Eastchester-Dyre Av
4218,ASP22GEN-5111-Weekday-00_114450_5..S03R,Flatbush Av-Brooklyn College
4219,ASP22GEN-5111-Weekday-00_115050_5..N71R,Eastchester-Dyre Av
4220,ASP22GEN-5111-Weekday-00_115100_5..S03R,Flatbush Av-Brooklyn College
4221,ASP22GEN-5111-Weekday-00_115800_5..N71R,Eastchester-Dyre Av
4222,ASP22GEN-5111-Weekday-00_115850_5..S07R,Crown Hts-Utica Av
4223,ASP22GEN-5111-Weekday-00_116700_5..N71R,Eastchester-Dyre Av
4224,ASP22GEN-5111-Weekday-00_116950_5..S07R,Crown Hts-Utica Av
4225,ASP22GEN-5111-Weekday-00_117600_5..N71R,Eastchester-Dyre Av
4226,ASP22GEN-5111-Weekday-00_118100_5..S07R,Crown Hts-Utica Av
4227,ASP22GEN-5111-Weekday-00_118550_5..N71R,Eastchester-Dyre Av
4228,ASP22GEN-5111-Weekday-00_118800_5..S08R,Bowling Green
4229,ASP22GEN-5111-Weekday-00_119500_5..N71R,Eastchester-Dyre Av
4230,ASP22GEN-5111-Weekday-00_120100_5..S08R,Bowling Green
4231,ASP22GEN-5111-Weekday-00_120300_5..N71R,Eastchester-Dyre Av
4232,ASP22GEN-5111-Weekday-00_121150_5..N71R,Eastchester-Dyre Av
4233,ASP22GEN-5111-Weekday-00_121500_5..S08R,Bowling Green
4234,ASP22GEN-5111-Weekday-00_121950_5..N71R,Eastchester-Dyre Av
4235,ASP22GEN-5111-Weekday-00_122500_5..S08R,Bowling Green
4236,ASP22GEN-5111-Weekday-00_123000_5..N71R,Eastchester-Dyre Av
4237,ASP22GEN-5111-Weekday-00_123200_5..S08R,Bowling Green
4238,ASP22GEN-5111-Weekday-00_123650_5..N71R,Eastchester-Dyre Av
4239,ASP22GEN-5111-Weekday-00_124500_5..S08R,Bowling Green
4240,ASP22GEN-5111-Weekday-00_125650_5..S08R,Bowling Green
4241,ASP22GEN-5111-Weekday-00_126400_5..S08R,Bowling Green
4242,ASP22GEN-5111-Weekday-00_127000_5..N73R,Eastchester-Dyre Av
4243,ASP22GEN-5111-Weekday-00_127400_5..S01R,E 180 St
4244,ASP22GEN-5111-Weekday-00_127450_5..N73R,Eastchester-Dyre Av
4245,ASP22GEN-5111-Weekday-00_128350_5..N73R,Eastchester-Dyre Av
4246,ASP22GEN-5111-Weekday-00_128450_5..S01R,E 180 St
4247,ASP22GEN-5111-Weekday-00_129300_5..N73R,Eastchester-Dyre Av
4248,ASP22GEN-5111-Weekday-00_129600_5..S01R,E 180 St
4249,ASP22GEN-5111-Weekday-00_130400_5..N73R,Eastchester-Dyre Av
4250,ASP22GEN-5111-Weekday-00_130850_5..S01R,E 180 St
4251,ASP22GEN-5111-Weekday-00_131400_5..N73R,Eastchester-Dyre Av
4252,ASP22GEN-5111-Weekday-00_132100_5..S01R,E 180 St
4253,ASP22GEN-5111-Weekday-00_132400_5..N73R,Eastchester-Dyre Av
4254,ASP22GEN-5111-Weekday-00_133400_5..N73R,Eastchester-Dyre Av
4255,ASP22GEN-5111-Weekday-00_133900_5..S01R,E 180 St
4256,ASP22GEN-5111-Weekday-00_135600_5..S01R,E 180 St
4257,ASP22GEN-5111-Weekday-00_136350_5..N01R,Eastchester-Dyre Av
4258,ASP22GEN-5111-Weekday-00_137400_5..S01R,E 180 St
4259,ASP22GEN-5111-Weekday-00_138300_5..N01R,Eastchester-Dyre Av
4260,ASP22GEN-5111-Weekday-00_138950_5..S01R,E 180 St
4261,ASP22GEN-5111-Weekday-00_139850_5..N01R,Eastchester-Dyre Av
4262,ASP22GEN-5111-Weekday-00_140450_5..S01R,E 180 St
4263,ASP22GEN-5111-Weekday-00_141350_5..N01R,Eastchester-Dyre Av
4264,ASP22GEN-5111-Weekday-00_142200_5..S32R,E 180 St
4265,ASP22GEN-5111-Weekday-00_142700_5..N01R,Eastchester-Dyre Av
4266,ASP22GEN-5111-Weekday-00_144400_5..N32R,Eastchester-Dyre Av
4831,ASP22GEN-6089-Weekday-00_000700_6..S01R,Brooklyn Bridge-City Hall
4832,ASP22GEN-6089-Weekday-00_002200_6..S01R,Brooklyn Bridge-City Hall
4833,ASP22GEN-6089-Weekday-00_003950_6..S01R,Brooklyn Bridge-City Hall
4834,ASP22GEN-6089-Weekday-00_005950_6..S01R,Brooklyn Bridge-City Hall
4835,ASP22GEN-6089-Weekday-00_007800_6..N01R,Pelham Bay Park
4836,ASP22GEN-6089-Weekday-00_007950_6..S01R,Brooklyn Bridge-City Hall
4837,ASP22GEN-6089-Weekday-00_009350_6..N01R,Pelham Bay Park
4838,ASP22GEN-6089-Weekday-00_009950_6..S01R,Brooklyn Bridge-City Hall
4839,ASP22GEN-6089-Weekday-00_011250_6..N01R,Pelham Bay Park
4840,ASP22GEN-6089-Weekday-00_011950_6..S01R,Brooklyn Bridge-City Hall
4841,ASP22GEN-6089-Weekday-00_013250_6..N01R,Pelham Bay Park
4842,ASP22GEN-6089-Weekday-00_013950_6..S01R,Brooklyn Bridge-City Hall
4843,ASP22GEN-6089-Weekday-00_015250_6..N01R,Pelham Bay Park
4844,ASP22GEN-6089-Weekday-00_015950_6..S01R,Brooklyn Bridge-City Hall
4845,ASP22GEN-6089-Weekday-00_017250_6..N01R,Pelham Bay Park
4846,ASP22GEN-6089-Weekday-00_017950_6..S01R,Brooklyn Bridge-City Hall
4847,ASP22GEN-6089-Weekday-00_019250_6..N01R,Pelham Bay Park
4848,ASP22GEN-6089-Weekday-00_019950_6..S01R,Brooklyn Bridge-City Hall
4849,ASP22GEN-6089-Weekday-00_021250_6..N01R,Pelham Bay Park
4850,ASP22GEN-6089-Weekday-00_021950_6..S01R,Brooklyn Bridge-City Hall
4851,ASP22GEN-6089-Weekday-00_023250_6..N01R,Pelham Bay Park
4852,ASP22GEN-6089-Weekday-00_023950_6..S01R,Brooklyn Bridge-City Hall
4853,ASP22GEN-6089-Weekday-00_025250_6..N01R,Pelham Bay Park
4854,ASP22GEN-6089-Weekday-00_025500_6..S01R,Brooklyn Bridge-City Hall
4855,ASP22GEN-6089-Weekday-00_027000_6..S01R,Brooklyn Bridge-City Hall
4856,ASP22GEN-6089-Weekday-00_027250_6..N01R,Pelham Bay Park
4857,ASP22GEN-6089-Weekday-00_028200_6..S01R,Brooklyn Bridge-City Hall
4858,ASP22GEN-6089-Weekday-00_029250_6..N01R,Pelham Bay Park
4859,ASP22GEN-6089-Weekday-00_029400_6..S01R,Brooklyn Bridge-City Hall
4860,ASP22GEN-6089-Weekday-00_030550_6..S01R,Brooklyn Bridge-City Hall
4861,ASP22GEN-6089-Weekday-00_031050_6..N01R,Pelham Bay Park
4862,ASP22GEN-6089-Weekday-00_031300_6..S01R,Brooklyn Bridge-City Hall
4863,ASP22GEN-6089-Weekday-00_032050_6..S01R,Brooklyn Bridge-City Hall
4864,ASP22GEN-6089-Weekday-00_032600_6..N01R,Pelham Bay Park
4865,ASP22GEN-6089-Weekday-00_032800_6..S01R,Brooklyn Bridge-City Hall
4866,ASP22GEN-6089-Weekday-00_033550_6..S01R,Brooklyn Bridge-City Hall
4867,ASP22GEN-6089-Weekday-00_033800_6..N01R,Pelham Bay Park
4868,ASP22GEN-6089-Weekday-00_034250_6..S01R,Brooklyn Bridge-City Hall
4869,ASP22GEN-6089-Weekday-00_035000_6..N01R,Pelham Bay Park
4870,ASP22GEN-6089-Weekday-00_035150_6..S01R,Brooklyn Bridge-City Hall
4871,ASP22GEN-6089-Weekday-00_035850_6..S01R,Brooklyn Bridge-City Hall
4872,ASP22GEN-6089-Weekday-00_036000_6..N01R,Pelham Bay Park
4873,ASP22GEN-6089-Weekday-00_037050_6..N01R,Pelham Bay Park
4874,ASP22GEN-6089-Weekday-00_037050_6..S02R,Brooklyn Bridge-City Hall
4875,ASP22GEN-6089-Weekday-00_037350_6..S03R,Brooklyn Bridge-City Hall
4876,ASP22GEN-6089-Weekday-00_037850_6..N01R,Pelham Bay Park
4877,ASP22GEN-6089-Weekday-00_037950_6..S02R,Brooklyn Bridge-City Hall
4878,ASP22GEN-6089-Weekday-00_038250_6..S03R,Brooklyn Bridge-City Hall
4879,ASP22GEN-6089-Weekday-00_038650_6..N01R,Pelham Bay Park
4880,ASP22GEN-6089-Weekday-00_038850_6..S02R,Brooklyn Bridge-City Hall
4881,ASP22GEN-6089-Weekday-00_039150_6..S03R,Brooklyn Bridge-City Hall
4882,ASP22GEN-6089-Weekday-00_039450_6..N01R,Pelham Bay Park
4883,ASP22GEN-6089-Weekday-00_039700_6..S02R,Brooklyn Bridge-City Hall
4884,ASP22GEN-6089-Weekday-00_040000_6..S03R,Brooklyn Bridge-City Hall
4885,ASP22GEN-6089-Weekday-00_040250_6..N01R,Pelham Bay Park
4886,ASP22GEN-6089-Weekday-00_040500_6..S02R,Brooklyn Bridge-City Hall
4887,ASP22GEN-6089-Weekday-00_040850_6..S03R,Brooklyn Bridge-City Hall
4888,ASP22GEN-6089-Weekday-00_040950_6..N01R,Pelham Bay Park
4889,ASP22GEN-6089-Weekday-00_041200_6..S02R,Brooklyn Bridge-City Hall
4890,ASP22GEN-6089-Weekday-00_041500_6..S03R,Brooklyn Bridge-City Hall
4891,ASP22GEN-6089-Weekday-00_041600_6..N01R,Pelham Bay Park
4892,ASP22GEN-6089-Weekday-00_041900_6..S02R,Brooklyn Bridge-City Hall
4893,ASP22GEN-6089-Weekday-00_042250_6..N01R,Pelham Bay Park
4894,ASP22GEN-6089-Weekday-00_042250_6..S03R,Brooklyn Bridge-City Hall
4895,ASP22GEN-6089-Weekday-00_042500_6..S02R,Brooklyn Bridge-City Hall
4896,ASP22GEN-6089-Weekday-00_042800_6..N03R,Parkchester
4897,ASP22GEN-6089-Weekday-00_042850_6..S02R,Brooklyn Bridge-City Hall
4898,ASP22GEN-6089-Weekday-00_042900_6..S03R,Brooklyn Bridge-City Hall
4899,ASP22GEN-6089-Weekday-00_043200_6..N01R,Pelham Bay Park
4900,ASP22GEN-6089-Weekday-00_043300_6..S02R,Brooklyn Bridge-City Hall
4901,ASP22GEN-6089-Weekday-00_043500_6..S03R,Brooklyn Bridge-City Hall
4902,ASP22GEN-6089-Weekday-00_043650_6..N03R,Parkchester
4903,ASP22GEN-6089-Weekday-00_043800_6..S02R,Brooklyn Bridge-City Hall
4904,ASP22GEN-6089-Weekday-00_044100_6..N01R,Pelham Bay Park
4905,ASP22GEN-6089-Weekday-00_044300_6..S02R,Brooklyn Bridge-City Hall
4906,ASP22GEN-6089-Weekday-00_044400_6..S03R,Brooklyn Bridge-City Hall
4907,ASP22GEN-6089-Weekday-00_044550_6..N03R,Parkchester
4908,ASP22GEN-6089-Weekday-00_044900_6..S02R,Brooklyn Bridge-City Hall
4909,ASP22GEN-6089-Weekday-00_044950_6..N01R,Pelham Bay Park
4910,ASP22GEN-6089-Weekday-00_045300_6..S03R,Brooklyn Bridge-City Hall
4911,ASP22GEN-6089-Weekday-00_045350_6..N03R,Parkchester
4912,ASP22GEN-6089-Weekday-00_045500_6..S02R,Brooklyn Bridge-City Hall
4913,ASP22GEN-6089-Weekday-00_045800_6..N01R,Pelham Bay Park
4914,ASP22GEN-6089-Weekday-00_045900_6..S03R,Brooklyn Bridge-City Hall
4915,ASP22GEN-6089-Weekday-00_046000_6..N03R,Parkchester
4916,ASP22GEN-6089-Weekday-00_046100_6..S02R,Brooklyn Bridge-City Hall
4917,ASP22GEN-6089-Weekday-00_046400_6..N01R,Pelham Bay Park
4918,ASP22GEN-6089-Weekday-00_046500_6..S03R,Brooklyn Bridge-City Hall
4919,ASP22GEN-6089-Weekday-00_046700_6..S02R,Brooklyn Bridge-City Hall
4920,ASP22GEN-6089-Weekday-00_046800_6..N03R,Parkchester
4921,ASP22GEN-6089-Weekday-00_047100_6..S03R,Brooklyn Bridge-City Hall
4922,ASP22GEN-6089-Weekday-00_047200_6..N01R,Pelham Bay Park
4923,ASP22GEN-6089-Weekday-00_047200_6..S02R,Brooklyn Bridge-City Hall
4924,ASP22GEN-6089-Weekday-00_047550_6..N03R,Parkchester
4925,ASP22GEN-6089-Weekday-00_047600_6..S02R,Brooklyn Bridge-City Hall
4926,ASP22GEN-6089-Weekday-00_047700_6..S03R,Brooklyn Bridge-City Hall
4927,ASP22GEN-6089-Weekday-00_047900_6..N01R,Pelham Bay Park
4928,ASP22GEN-6089-Weekday-00_048100_6..S02R,Brooklyn Bridge-City Hall
4929,ASP22GEN-6089-Weekday-00_048250_6..N03R,Parkchester
4930,ASP22GEN-6089-Weekday-00_048500_6..S08R,Brooklyn Bridge-City Hall
4931,ASP22GEN-6089-Weekday-00_048600_6..N06R,3 Av-138 St
4932,ASP22GEN-6089-Weekday-00_048650_6..S03R,Brooklyn Bridge-City Hall
4933,ASP22GEN-6089-Weekday-00_048950_6..N01R,Pelham Bay Park
4934,ASP22GEN-6089-Weekday-00_049200_6..S03R,Brooklyn Bridge-City Hall
4935,ASP22GEN-6089-Weekday-00_049300_6..N06R,3 Av-138 St
4936,ASP22GEN-6089-Weekday-00_049400_6..S08R,Brooklyn Bridge-City Hall
4937,ASP22GEN-6089-Weekday-00_049650_6..N03R,Parkchester
4938,ASP22GEN-6089-Weekday-00_049950_6..N01R,Pelham Bay Park
4939,ASP22GEN-6089-Weekday-00_050000_6..S03R,Brooklyn Bridge-City Hall
4940,ASP22GEN-6089-Weekday-00_050100_6..S08R,Brooklyn Bridge-City Hall
4941,ASP22GEN-6089-Weekday-00_050250_6..N01R,Pelham Bay Park
4942,ASP22GEN-6089-Weekday-00_050550_6..N06R,3 Av-138 St
4943,ASP22GEN-6089-Weekday-00_050650_6..S08R,Brooklyn Bridge-City Hall
4944,ASP22GEN-6089-Weekday-00_050800_6..S03R,Brooklyn Bridge-City Hall
4945,ASP22GEN-6089-Weekday-00_050850_6..N01R,Pelham Bay Park
4946,ASP22GEN-6089-Weekday-00_051150_6..N01R,Pelham Bay Park
4947,ASP22GEN-6089-Weekday-00_051450_6..N03R,Parkchester
4948,ASP22GEN-6089-Weekday-00_051550_6..S08R,Brooklyn Bridge-City Hall
4949,ASP22GEN-6089-Weekday-00_051650_6..S03R,Brooklyn Bridge-City Hall
4950,ASP22GEN-6089-Weekday-00_051750_6..N01R,Pelham Bay Park
4951,ASP22GEN-6089-Weekday-00_052150_6..N03R,Parkchester
4952,ASP22GEN-6089-Weekday-00_052550_6..N01R,Pelham Bay Park
