,trip_id,trip_headsign
3644,ASP22GEN-5043-Saturday-00_087700_5..N75R,Eastchester-Dyre Av
3645,ASP22GEN-5043-Saturday-00_088250_5..S08R,Bowling Green
3646,ASP22GEN-5043-Saturday-00_088900_5..N75R,Eastchester-Dyre Av
3647,ASP22GEN-5043-Saturday-00_089450_5..S08R,Bowling Green
3648,ASP22GEN-5043-Saturday-00_090100_5..N75R,Eastchester-Dyre Av
3649,ASP22GEN-5043-Saturday-00_090650_5..S08R,Bowling Green
3650,ASP22GEN-5043-Saturday-00_091300_5..N75R,Eastchester-Dyre Av
3651,ASP22GEN-5043-Saturday-00_091850_5..S08R,Bowling Green
3652,ASP22GEN-5043-Saturday-00_092500_5..N75R,Eastchester-Dyre Av
3653,ASP22GEN-5043-Saturday-00_093050_5..S08R,Bowling Green
3654,ASP22GEN-5043-Saturday-00_093700_5..N75R,Eastchester-Dyre Av
3655,ASP22GEN-5043-Saturday-00_094250_5..S08R,Bowling Green
3656,ASP22GEN-5043-Saturday-00_094900_5..N75R,Eastchester-Dyre Av
3657,ASP22GEN-5043-Saturday-00_095450_5..S08R,Bowling Green
3658,ASP22GEN-5043-Saturday-00_096100_5..N75R,Eastchester-Dyre Av
3659,ASP22GEN-5043-Saturday-00_096650_5..S08R,Bowling Green
3660,ASP22GEN-5043-Saturday-00_097300_5..N75R,Eastchester-Dyre Av
3661,ASP22GEN-5043-Saturday-00_097850_5..S08R,Bowling Green
3662,ASP22GEN-5043-Saturday-00_098500_5..N75R,Eastchester-Dyre Av
3663,ASP22GEN-5043-Saturday-00_099050_5..S08R,Bowling Green
3664,ASP22GEN-5043-Saturday-00_099700_5..N75R,Eastchester-Dyre Av
3665,ASP22GEN-5043-Saturday-00_100250_5..S08R,Bowling Green
3666,ASP22GEN-5043-Saturday-00_100900_5..N75R,Eastchester-Dyre Av
3667,ASP22GEN-5043-Saturday-00_101450_5..S08R,Bowling Green
3668,ASP22GEN-5043-Saturday-00_102100_5..N75R,Eastchester-Dyre Av
3669,ASP22GEN-5043-Saturday-00_102650_5..S08R,Bowling Green
3670,ASP22GEN-5043-Saturday-00_103300_5..N75R,Eastchester-Dyre Av
3671,ASP22GEN-5043-Saturday-00_103850_5..S08R,Bowling Green
3672,ASP22GEN-5043-Saturday-00_104500_5..N75R,Eastchester-Dyre Av
3673,ASP22GEN-5043-Saturday-00_105050_5..S08R,Bowling Green
3674,ASP22GEN-5043-Saturday-00_105700_5..N75R,Eastchester-Dyre Av
3675,ASP22GEN-5043-Saturday-00_106250_5..S08R,Bowling Green
3676,ASP22GEN-5043-Saturday-00_106900_5..N75R,Eastchester-Dyre Av
3677,ASP22GEN-5043-Saturday-00_107450_5..S08R,Bowling Green
3678,ASP22GEN-5043-Saturday-00_108100_5..N75R,Eastchester-Dyre Av
3679,ASP22GEN-5043-Saturday-00_108650_5..S08R,Bowling Green
3680,ASP22GEN-5043-Saturday-00_109300_5..N75R,Eastchester-Dyre Av
3681,ASP22GEN-5043-Saturday-00_109850_5..S08R,Bowling Green
3682,ASP22GEN-5043-Saturday-00_110500_5..N75R,Eastchester-Dyre Av
3683,ASP22GEN-5043-Saturday-00_111150_5..S08R,Bowling Green
3684,ASP22GEN-5043-Saturday-00_111700_5..N75R,Eastchester-Dyre Av
3685,ASP22GEN-5043-Saturday-00_112450_5..S08R,Bowling Green
3686,ASP22GEN-5043-Saturday-00_112900_5..N75R,Eastchester-Dyre Av
3687,ASP22GEN-5043-Saturday-00_113650_5..S08R,Bowling Green
3688,ASP22GEN-5043-Saturday-00_114150_5..N75R,Eastchester-Dyre Av
3689,ASP22GEN-5043-Saturday-00_114850_5..S08R,Bowling Green
3690,ASP22GEN-5043-Saturday-00_115350_5..N75R,Eastchester-Dyre Av
3691,ASP22GEN-5043-Saturday-00_116050_5..S08R,Bowling Green
3692,ASP22GEN-5043-Saturday-00_116550_5..N75R,Eastchester-Dyre Av
3693,ASP22GEN-5043-Saturday-00_117250_5..S08R,Bowling Green
3694,ASP22GEN-5043-Saturday-00_117750_5..N75R,Eastchester-Dyre Av
3695,ASP22GEN-5043-Saturday-00_118450_5..S08R,Bowling Green
3696,ASP22GEN-5043-Saturday-00_119150_5..N75R,Eastchester-Dyre Av
3697,ASP22GEN-5043-Saturday-00_119650_5..S08R,Bowling Green
3698,ASP22GEN-5043-Saturday-00_120150_5..N75R,Eastchester-Dyre Av
3699,ASP22GEN-5043-Saturday-00_120850_5..S08R,Bowling Green
3700,ASP22GEN-5043-Saturday-00_121550_5..N75R,Eastchester-Dyre Av
3701,ASP22GEN-5043-Saturday-00_122050_5..S08R,Bowling Green
3702,ASP22GEN-5043-Saturday-00_122850_5..N75R,Eastchester-Dyre Av
3703,ASP22GEN-5043-Saturday-00_123300_5..S08R,Bowling Green
3704,ASP22GEN-5043-Saturday-00_124150_5..N75R,Eastchester-Dyre Av
3705,ASP22GEN-5043-Saturday-00_124500_5..S08R,Bowling Green
3706,ASP22GEN-5043-Saturday-00_125350_5..N75R,Eastchester-Dyre Av
3707,ASP22GEN-5043-Saturday-00_125700_5..S08R,Bowling Green
3708,ASP22GEN-5043-Saturday-00_126550_5..N75R,Eastchester-Dyre Av
3709,ASP22GEN-5043-Saturday-00_126900_5..S08R,Bowling Green
3710,ASP22GEN-5043-Saturday-00_127750_5..N75R,Eastchester-Dyre Av
3711,ASP22GEN-5043-Saturday-00_128100_5..S08R,Bowling Green
3712,ASP22GEN-5043-Saturday-00_128950_5..N75R,Eastchester-Dyre Av
3713,ASP22GEN-5043-Saturday-00_129300_5..S01R,E 180 St
3714,ASP22GEN-5043-Saturday-00_130150_5..N75R,Eastchester-Dyre Av
3715,ASP22GEN-5043-Saturday-00_130500_5..S01R,E 180 St
3716,ASP22GEN-5043-Saturday-00_131350_5..N75R,Eastchester-Dyre Av
3717,ASP22GEN-5043-Saturday-00_131700_5..S01R,E 180 St
3718,ASP22GEN-5043-Saturday-00_132550_5..N75R,Eastchester-Dyre Av
3719,ASP22GEN-5043-Saturday-00_132900_5..S01R,E 180 St
3720,ASP22GEN-5043-Saturday-00_133750_5..N75R,Eastchester-Dyre Av
3721,ASP22GEN-5043-Saturday-00_134100_5..S01R,E 180 St
3722,ASP22GEN-5043-Saturday-00_134950_5..N75R,Eastchester-Dyre Av
3723,ASP22GEN-5043-Saturday-00_135300_5..S01R,E 180 St
3724,ASP22GEN-5043-Saturday-00_136500_5..S01R,E 180 St
3725,ASP22GEN-5043-Saturday-00_137900_5..S01R,E 180 St
3726,ASP22GEN-5043-Saturday-00_139100_5..S01R,E 180 St
3727,ASP22GEN-5043-Saturday-00_140000_5..N01R,Eastchester-Dyre Av
3728,ASP22GEN-5043-Saturday-00_140500_5..S01R,E 180 St
3729,ASP22GEN-5043-Saturday-00_141200_5..N01R,Eastchester-Dyre Av
3730,ASP22GEN-5043-Saturday-00_142200_5..S32R,E 180 St
3731,ASP22GEN-5043-Saturday-00_142500_5..N01R,Eastchester-Dyre Av
3732,ASP22GEN-5043-Saturday-00_144300_5..N32R,Eastchester-Dyre Av
4529,ASP22GEN-6033-Saturday-00_000700_6..S01R,Brooklyn Bridge-City Hall
4530,ASP22GEN-6033-Saturday-00_002200_6..S01R,Brooklyn Bridge-City Hall
4531,ASP22GEN-6033-Saturday-00_003950_6..S01R,Brooklyn Bridge-City Hall
4532,ASP22GEN-6033-Saturday-00_005950_6..S01R,Brooklyn Bridge-City Hall
4533,ASP22GEN-6033-Saturday-00_007500_6..N01R,Pelham Bay Park
4534,ASP22GEN-6033-Saturday-00_007950_6..S01R,Brooklyn Bridge-City Hall
4535,ASP22GEN-6033-Saturday-00_009250_6..N01R,Pelham Bay Park
4536,ASP22GEN-6033-Saturday-00_009950_6..S01R,Brooklyn Bridge-City Hall
4537,ASP22GEN-6033-Saturday-00_011250_6..N01R,Pelham Bay Park
4538,ASP22GEN-6033-Saturday-00_011950_6..S01R,Brooklyn Bridge-City Hall
4539,ASP22GEN-6033-Saturday-00_013250_6..N01R,Pelham Bay Park
4540,ASP22GEN-6033-Saturday-00_013950_6..S01R,Brooklyn Bridge-City Hall
4541,ASP22GEN-6033-Saturday-00_015250_6..N01R,Pelham Bay Park
4542,ASP22GEN-6033-Saturday-00_015950_6..S01R,Brooklyn Bridge-City Hall
4543,ASP22GEN-6033-Saturday-00_017250_6..N01R,Pelham Bay Park
4544,ASP22GEN-6033-Saturday-00_017950_6..S01R,Brooklyn Bridge-City Hall
4545,ASP22GEN-6033-Saturday-00_019250_6..N01R,Pelham Bay Park
4546,ASP22GEN-6033-Saturday-00_019950_6..S01R,Brooklyn Bridge-City Hall
4547,ASP22GEN-6033-Saturday-00_021250_6..N01R,Pelham Bay Park
4548,ASP22GEN-6033-Saturday-00_021950_6..S01R,Brooklyn Bridge-City Hall
4549,ASP22GEN-6033-Saturday-00_023250_6..N01R,Pelham Bay Park
4550,ASP22GEN-6033-Saturday-00_023950_6..S01R,Brooklyn Bridge-City Hall
4551,ASP22GEN-6033-Saturday-00_025250_6..N01R,Pelham Bay Park
4552,ASP22GEN-6033-Saturday-00_025950_6..S01R,Brooklyn Bridge-City Hall
4553,ASP22GEN-6033-Saturday-00_027250_6..N01R,Pelham Bay Park
4554,ASP22GEN-6033-Saturday-00_027950_6..S01R,Brooklyn Bridge-City Hall
4555,ASP22GEN-6033-Saturday-00_029250_6..N01R,Pelham Bay Park
4556,ASP22GEN-6033-Saturday-00_029950_6..S01R,Brooklyn Bridge-City Hall
4557,ASP22GEN-6033-Saturday-00_031250_6..N01R,Pelham Bay Park
4558,ASP22GEN-6033-Saturday-00_031500_6..S01R,Brooklyn Bridge-City Hall
4559,ASP22GEN-6033-Saturday-00_033000_6..S01R,Brooklyn Bridge-City Hall
4560,ASP22GEN-6033-Saturday-00_033250_6..N01R,Pelham Bay Park
4561,ASP22GEN-6033-Saturday-00_034000_6..S01R,Brooklyn Bridge-City Hall
4562,ASP22GEN-6033-Saturday-00_035000_6..S01R,Brooklyn Bridge-City Hall
4563,ASP22GEN-6033-Saturday-00_035250_6..N01R,Pelham Bay Park
4564,ASP22GEN-6033-Saturday-00_035850_6..S01R,Brooklyn Bridge-City Hall
4565,ASP22GEN-6033-Saturday-00_036650_6..S01R,Brooklyn Bridge-City Hall
4566,ASP22GEN-6033-Saturday-00_036750_6..N01R,Pelham Bay Park
4567,ASP22GEN-6033-Saturday-00_037450_6..S01R,Brooklyn Bridge-City Hall
4568,ASP22GEN-6033-Saturday-00_038250_6..N01R,Pelham Bay Park
4569,ASP22GEN-6033-Saturday-00_038250_6..S01R,Brooklyn Bridge-City Hall
4570,ASP22GEN-6033-Saturday-00_039050_6..S01R,Brooklyn Bridge-City Hall
4571,ASP22GEN-6033-Saturday-00_039750_6..N01R,Pelham Bay Park
4572,ASP22GEN-6033-Saturday-00_039850_6..S01R,Brooklyn Bridge-City Hall
4573,ASP22GEN-6033-Saturday-00_040650_6..S01R,Brooklyn Bridge-City Hall
4574,ASP22GEN-6033-Saturday-00_041100_6..N01R,Pelham Bay Park
4575,ASP22GEN-6033-Saturday-00_041400_6..S01R,Brooklyn Bridge-City Hall
4576,ASP22GEN-6033-Saturday-00_042200_6..N01R,Pelham Bay Park
4577,ASP22GEN-6033-Saturday-00_042200_6..S01R,Brooklyn Bridge-City Hall
4578,ASP22GEN-6033-Saturday-00_043000_6..N01R,Pelham Bay Park
4579,ASP22GEN-6033-Saturday-00_043000_6..S01R,Brooklyn Bridge-City Hall
4580,ASP22GEN-6033-Saturday-00_043800_6..N01R,Pelham Bay Park
4581,ASP22GEN-6033-Saturday-00_043800_6..S01R,Brooklyn Bridge-City Hall
4582,ASP22GEN-6033-Saturday-00_044600_6..N01R,Pelham Bay Park
4583,ASP22GEN-6033-Saturday-00_044600_6..S01R,Brooklyn Bridge-City Hall
4584,ASP22GEN-6033-Saturday-00_045350_6..S01R,Brooklyn Bridge-City Hall
4585,ASP22GEN-6033-Saturday-00_045400_6..N01R,Pelham Bay Park
4586,ASP22GEN-6033-Saturday-00_046150_6..S01R,Brooklyn Bridge-City Hall
4587,ASP22GEN-6033-Saturday-00_046200_6..N01R,Pelham Bay Park
4588,ASP22GEN-6033-Saturday-00_046950_6..N01R,Pelham Bay Park
4589,ASP22GEN-6033-Saturday-00_046950_6..S01R,Brooklyn Bridge-City Hall
4590,ASP22GEN-6033-Saturday-00_047750_6..N01R,Pelham Bay Park
4591,ASP22GEN-6033-Saturday-00_047750_6..S01R,Brooklyn Bridge-City Hall
4592,ASP22GEN-6033-Saturday-00_048550_6..N01R,Pelham Bay Park
4593,ASP22GEN-6033-Saturday-00_048550_6..S01R,Brooklyn Bridge-City Hall
4594,ASP22GEN-6033-Saturday-00_049350_6..N01R,Pelham Bay Park
4595,ASP22GEN-6033-Saturday-00_049350_6..S01R,Brooklyn Bridge-City Hall
4596,ASP22GEN-6033-Saturday-00_050150_6..N01R,Pelham Bay Park
4597,ASP22GEN-6033-Saturday-00_050150_6..S01R,Brooklyn Bridge-City Hall
4598,ASP22GEN-6033-Saturday-00_050950_6..N01R,Pelham Bay Park
4599,ASP22GEN-6033-Saturday-00_050950_6..S01R,Brooklyn Bridge-City Hall
4600,ASP22GEN-6033-Saturday-00_051750_6..N01R,Pelham Bay Park
4601,ASP22GEN-6033-Saturday-00_051750_6..S01R,Brooklyn Bridge-City Hall
4602,ASP22GEN-6033-Saturday-00_052550_6..N01R,Pelham Bay Park
4603,ASP22GEN-6033-Saturday-00_052550_6..S01R,Brooklyn Bridge-City Hall
4604,ASP22GEN-6033-Saturday-00_053350_6..N01R,Pelham Bay Park
4605,ASP22GEN-6033-Saturday-00_053350_6..S01R,Brooklyn Bridge-City Hall
4606,ASP22GEN-6033-Saturday-00_054150_6..N01R,Pelham Bay Park
4607,ASP22GEN-6033-Saturday-00_054150_6..S01R,Brooklyn Bridge-City Hall
4608,ASP22GEN-6033-Saturday-00_054950_6..N01R,Pelham Bay Park
4609,ASP22GEN-6033-Saturday-00_054950_6..S01R,Brooklyn Bridge-City Hall
4610,ASP22GEN-6033-Saturday-00_055750_6..N01R,Pelham Bay Park
4611,ASP22GEN-6033-Saturday-00_055750_6..S01R,Brooklyn Bridge-City Hall
4612,ASP22GEN-6033-Saturday-00_056550_6..N01R,Pelham Bay Park
4613,ASP22GEN-6033-Saturday-00_056550_6..S01R,Brooklyn Bridge-City Hall
4614,ASP22GEN-6033-Saturday-00_057350_6..N01R,Pelham Bay Park
4615,ASP22GEN-6033-Saturday-00_057350_6..S01R,Brooklyn Bridge-City Hall
4616,ASP22GEN-6033-Saturday-00_058150_6..N01R,Pelham Bay Park
4617,ASP22GEN-6033-Saturday-00_058150_6..S01R,Brooklyn Bridge-City Hall
4618,ASP22GEN-6033-Saturday-00_058950_6..N01R,Pelham Bay Park
4619,ASP22GEN-6033-Saturday-00_058950_6..S01R,Brooklyn Bridge-City Hall
4620,ASP22GEN-6033-Saturday-00_059750_6..N01R,Pelham Bay Park
4621,ASP22GEN-6033-Saturday-00_059750_6..S01R,Brooklyn Bridge-City Hall
4622,ASP22GEN-6033-Saturday-00_060550_6..N01R,Pelham Bay Park
4623,ASP22GEN-6033-Saturday-00_060550_6..S01R,Brooklyn Bridge-City Hall
4624,ASP22GEN-6033-Saturday-00_061350_6..N01R,Pelham Bay Park
4625,ASP22GEN-6033-Saturday-00_061350_6..S01R,Brooklyn Bridge-City Hall
4626,ASP22GEN-6033-Saturday-00_062150_6..N01R,Pelham Bay Park
4627,ASP22GEN-6033-Saturday-00_062150_6..S01R,Brooklyn Bridge-City Hall
4628,ASP22GEN-6033-Saturday-00_062950_6..N01R,Pelham Bay Park
4629,ASP22GEN-6033-Saturday-00_062950_6..S01R,Brooklyn Bridge-City Hall
4630,ASP22GEN-6033-Saturday-00_063750_6..N01R,Pelham Bay Park
4631,ASP22GEN-6033-Saturday-00_063750_6..S01R,Brooklyn Bridge-City Hall
4632,ASP22GEN-6033-Saturday-00_064550_6..N01R,Pelham Bay Park
4633,ASP22GEN-6033-Saturday-00_064550_6..S01R,Brooklyn Bridge-City Hall
4634,ASP22GEN-6033-Saturday-00_065350_6..N01R,Pelham Bay Park
4635,ASP22GEN-6033-Saturday-00_065350_6..S01R,Brooklyn Bridge-City Hall
4636,ASP22GEN-6033-Saturday-00_066150_6..N01R,Pelham Bay Park
4637,ASP22GEN-6033-Saturday-00_066150_6..S01R,Brooklyn Bridge-City Hall
4638,ASP22GEN-6033-Saturday-00_066950_6..N01R,Pelham Bay Park
4639,ASP22GEN-6033-Saturday-00_066950_6..S01R,Brooklyn Bridge-City Hall
4640,ASP22GEN-6033-Saturday-00_067750_6..N01R,Pelham Bay Park
4641,ASP22GEN-6033-Saturday-00_067750_6..S01R,Brooklyn Bridge-City Hall
4642,ASP22GEN-6033-Saturday-00_068550_6..N01R,Pelham Bay Park
4643,ASP22GEN-6033-Saturday-00_068550_6..S01R,Brooklyn Bridge-City Hall
4644,ASP22GEN-6033-Saturday-00_069350_6..N01R,Pelham Bay Park
4645,ASP22GEN-6033-Saturday-00_069350_6..S01R,Brooklyn Bridge-City Hall
4646,ASP22GEN-6033-Saturday-00_070150_6..N01R,Pelham Bay Park
4647,ASP22GEN-6033-Saturday-00_070150_6..S01R,Brooklyn Bridge-City Hall
4648,ASP22GEN-6033-Saturday-00_070950_6..N01R,Pelham Bay Park
4649,ASP22GEN-6033-Saturday-00_070950_6..S01R,Brooklyn Bridge-City Hall
4650,ASP22GEN-6033-Saturday-00_071750_6..N01R,Pelham Bay Park
4651,ASP22GEN-6033-Saturday-00_071750_6..S01R,Brooklyn Bridge-City Hall
4652,ASP22GEN-6033-Saturday-00_072550_6..N01R,Pelham Bay Park
4653,ASP22GEN-6033-Saturday-00_072550_6..S01R,Brooklyn Bridge-City Hall
4654,ASP22GEN-6033-Saturday-00_073350_6..N01R,Pelham Bay Park
4655,ASP22GEN-6033-Saturday-00_073350_6..S01R,Brooklyn Bridge-City Hall
4656,ASP22GEN-6033-Saturday-00_074150_6..N01R,Pelham Bay Park
4657,ASP22GEN-6033-Saturday-00_074150_6..S01R,Brooklyn Bridge-City Hall
4658,ASP22GEN-6033-Saturday-00_074950_6..N01R,Pelham Bay Park
4659,ASP22GEN-6033-Saturday-00_074950_6..S01R,Brooklyn Bridge-City Hall
4660,ASP22GEN-6033-Saturday-00_075750_6..N01R,Pelham Bay Park
4661,ASP22GEN-6033-Saturday-00_075750_6..S01R,Brooklyn Bridge-City Hall
4662,ASP22GEN-6033-Saturday-00_076550_6..N01R,Pelham Bay Park
4663,ASP22GEN-6033-Saturday-00_076550_6..S01R,Brooklyn Bridge-City Hall
4664,ASP22GEN-6033-Saturday-00_077350_6..N01R,Pelham Bay Park
4665,ASP22GEN-6033-Saturday-00_077350_6..S01R,Brooklyn Bridge-City Hall
4666,ASP22GEN-6033-Saturday-00_078150_6..N01R,Pelham Bay Park
4667,ASP22GEN-6033-Saturday-00_078150_6..S01R,Brooklyn Bridge-City Hall
4668,ASP22GEN-6033-Saturday-00_078950_6..N01R,Pelham Bay Park
4669,ASP22GEN-6033-Saturday-00_078950_6..S01R,Brooklyn Bridge-City Hall
4670,ASP22GEN-6033-Saturday-00_079750_6..N01R,Pelham Bay Park
4671,ASP22GEN-6033-Saturday-00_079750_6..S01R,Brooklyn Bridge-City Hall
4672,ASP22GEN-6033-Saturday-00_080550_6..N01R,Pelham Bay Park
4673,ASP22GEN-6033-Saturday-00_080550_6..S01R,Brooklyn Bridge-City Hall
4674,ASP22GEN-6033-Saturday-00_081350_6..N01R,Pelham Bay Park
4675,ASP22GEN-6033-Saturday-00_081350_6..S01R,Brooklyn Bridge-City Hall
4676,ASP22GEN-6033-Saturday-00_082150_6..N01R,Pelham Bay Park
4677,ASP22GEN-6033-Saturday-00_082150_6..S01R,Brooklyn Bridge-City Hall
4678,ASP22GEN-6033-Saturday-00_082950_6..N01R,Pelham Bay Park
4679,ASP22GEN-6033-Saturday-00_082950_6..S01R,Brooklyn Bridge-City Hall
4680,ASP22GEN-6033-Saturday-00_083750_6..N01R,Pelham Bay Park
4681,ASP22GEN-6033-Saturday-00_083750_6..S01R,Brooklyn Bridge-City Hall
4682,ASP22GEN-6033-Saturday-00_084550_6..N01R,Pelham Bay Park
4683,ASP22GEN-6033-Saturday-00_084550_6..S01R,Brooklyn Bridge-City Hall
4684,ASP22GEN-6033-Saturday-00_085350_6..N01R,Pelham Bay Park
4685,ASP22GEN-6033-Saturday-00_085350_6..S01R,Brooklyn Bridge-City Hall
4686,ASP22GEN-6033-Saturday-00_086150_6..N01R,Pelham Bay Park
4687,ASP22GEN-6033-Saturday-00_086150_6..S01R,Brooklyn Bridge-City Hall
4688,ASP22GEN-6033-Saturday-00_086950_6..N01R,Pelham Bay Park
4689,ASP22GEN-6033-Saturday-00_086950_6..S01R,Brooklyn Bridge-City Hall
4690,ASP22GEN-6033-Saturday-00_087750_6..N01R,Pelham Bay Park
4691,ASP22GEN-6033-Saturday-00_087750_6..S01R,Brooklyn Bridge-City Hall
4692,ASP22GEN-6033-Saturday-00_088550_6..N01R,Pelham Bay Park
4693,ASP22GEN-6033-Saturday-00_088550_6..S01R,Brooklyn Bridge-City Hall
4694,ASP22GEN-6033-Saturday-00_089350_6..N01R,Pelham Bay Park
4695,ASP22GEN-6033-Saturday-00_089350_6..S01R,Brooklyn Bridge-City Hall
4696,ASP22GEN-6033-Saturday-00_090150_6..N01R,Pelham Bay Park
4697,ASP22GEN-6033-Saturday-00_090150_6..S01R,Brooklyn Bridge-City Hall
4698,ASP22GEN-6033-Saturday-00_090950_6..N01R,Pelham Bay Park
4699,ASP22GEN-6033-Saturday-00_090950_6..S01R,Brooklyn Bridge-City Hall
4700,ASP22GEN-6033-Saturday-00_091750_6..N01R,Pelham Bay Park
4701,ASP22GEN-6033-Saturday-00_091750_6..S01R,Brooklyn Bridge-City Hall
4702,ASP22GEN-6033-Saturday-00_092550_6..N01R,Pelham Bay Park
4703,ASP22GEN-6033-Saturday-00_092550_6..S01R,Brooklyn Bridge-City Hall
4704,ASP22GEN-6033-Saturday-00_093350_6..N01R,Pelham Bay Park
4705,ASP22GEN-6033-Saturday-00_093350_6..S01R,Brooklyn Bridge-City Hall
4706,ASP22GEN-6033-Saturday-00_094150_6..N01R,Pelham Bay Park
4707,ASP22GEN-6033-Saturday-00_094150_6..S01R,Brooklyn Bridge-City Hall
4708,ASP22GEN-6033-Saturday-00_094950_6..N01R,Pelham Bay Park
4709,ASP22GEN-6033-Saturday-00_094950_6..S01R,Brooklyn Bridge-City Hall
4710,ASP22GEN-6033-Saturday-00_095750_6..N01R,Pelham Bay Park
4711,ASP22GEN-6033-Saturday-00_095750_6..S01R,Brooklyn Bridge-City Hall
4712,ASP22GEN-6033-Saturday-00_096550_6..N01R,Pelham Bay Park
4713,ASP22GEN-6033-Saturday-00_096550_6..S01R,Brooklyn Bridge-City Hall
4714,ASP22GEN-6033-Saturday-00_097350_6..N01R,Pelham Bay Park
4715,ASP22GEN-6033-Saturday-00_097350_6..S01R,Brooklyn Bridge-City Hall
4716,ASP22GEN-6033-Saturday-00_098150_6..N01R,Pelham Bay Park
4717,ASP22GEN-6033-Saturday-00_098150_6..S01R,Brooklyn Bridge-City Hall
4718,ASP22GEN-6033-Saturday-00_098950_6..N01R,Pelham Bay Park
4719,ASP22GEN-6033-Saturday-00_098950_6..S01R,Brooklyn Bridge-City Hall
4720,ASP22GEN-6033-Saturday-00_099750_6..N01R,Pelham Bay Park
4721,ASP22GEN-6033-Saturday-00_099750_6..S01R,Brooklyn Bridge-City Hall
4722,ASP22GEN-6033-Saturday-00_100550_6..N01R,Pelham Bay Park
4723,ASP22GEN-6033-Saturday-00_100550_6..S01R,Brooklyn Bridge-City Hall
4724,ASP22GEN-6033-Saturday-00_101350_6..N01R,Pelham Bay Park
4725,ASP22GEN-6033-Saturday-00_101400_6..S01R,Brooklyn Bridge-City Hall
4726,ASP22GEN-6033-Saturday-00_102150_6..N01R,Pelham Bay Park
4727,ASP22GEN-6033-Saturday-00_102200_6..S01R,Brooklyn Bridge-City Hall
4728,ASP22GEN-6033-Saturday-00_102950_6..N01R,Pelham Bay Park
4729,ASP22GEN-6033-Saturday-00_103000_6..S01R,Brooklyn Bridge-City Hall
4730,ASP22GEN-6033-Saturday-00_103750_6..N01R,Pelham Bay Park
4731,ASP22GEN-6033-Saturday-00_103800_6..S01R,Brooklyn Bridge-City Hall
4732,ASP22GEN-6033-Saturday-00_104550_6..N01R,Pelham Bay Park
4733,ASP22GEN-6033-Saturday-00_104600_6..S01R,Brooklyn Bridge-City Hall
4734,ASP22GEN-6033-Saturday-00_105350_6..N01R,Pelham Bay Park
4735,ASP22GEN-6033-Saturday-00_105400_6..S01R,Brooklyn Bridge-City Hall
4736,ASP22GEN-6033-Saturday-00_106150_6..N01R,Pelham Bay Park
4737,ASP22GEN-6033-Saturday-00_106200_6..S01R,Brooklyn Bridge-City Hall
4738,ASP22GEN-6033-Saturday-00_106950_6..N01R,Pelham Bay Park
4739,ASP22GEN-6033-Saturday-00_107000_6..S01R,Brooklyn Bridge-City Hall
4740,ASP22GEN-6033-Saturday-00_107750_6..N01R,Pelham Bay Park
4741,ASP22GEN-6033-Saturday-00_107800_6..S01R,Brooklyn Bridge-City Hall
4742,ASP22GEN-6033-Saturday-00_108550_6..N01R,Pelham Bay Park
4743,ASP22GEN-6033-Saturday-00_108600_6..S01R,Brooklyn Bridge-City Hall
4744,ASP22GEN-6033-Saturday-00_109350_6..N01R,Pelham Bay Park
4745,ASP22GEN-6033-Saturday-00_109400_6..S01R,Brooklyn Bridge-City Hall
4746,ASP22GEN-6033-Saturday-00_110150_6..N01R,Pelham Bay Park
4747,ASP22GEN-6033-Saturday-00_110200_6..S01R,Brooklyn Bridge-City Hall
4748,ASP22GEN-6033-Saturday-00_110950_6..N01R,Pelham Bay Park
4749,ASP22GEN-6033-Saturday-00_111000_6..S01R,Brooklyn Bridge-City Hall
4750,ASP22GEN-6033-Saturday-00_111750_6..N01R,Pelham Bay Park
4751,ASP22GEN-6033-Saturday-00_111800_6..S01R,Brooklyn Bridge-City Hall
4752,ASP22GEN-6033-Saturday-00_112550_6..N01R,Pelham Bay Park
4753,ASP22GEN-6033-Saturday-00_112600_6..S01R,Brooklyn Bridge-City Hall
4754,ASP22GEN-6033-Saturday-00_113350_6..N01R,Pelham Bay Park
4755,ASP22GEN-6033-Saturday-00_113400_6..S01R,Brooklyn Bridge-City Hall
4756,ASP22GEN-6033-Saturday-00_114150_6..N01R,Pelham Bay Park
4757,ASP22GEN-6033-Saturday-00_114200_6..S01R,Brooklyn Bridge-City Hall
4758,ASP22GEN-6033-Saturday-00_114950_6..N01R,Pelham Bay Park
4759,ASP22GEN-6033-Saturday-00_115000_6..S01R,Brooklyn Bridge-City Hall
4760,ASP22GEN-6033-Saturday-00_115750_6..N01R,Pelham Bay Park
4761,ASP22GEN-6033-Saturday-00_115800_6..S01R,Brooklyn Bridge-City Hall
4762,ASP22GEN-6033-Saturday-00_116550_6..N01R,Pelham Bay Park
4763,ASP22GEN-6033-Saturday-00_116600_6..S01R,Brooklyn Bridge-City Hall
4764,ASP22GEN-6033-Saturday-00_117350_6..N01R,Pelham Bay Park
4765,ASP22GEN-6033-Saturday-00_117400_6..S01R,Brooklyn Bridge-City Hall
4766,ASP22GEN-6033-Saturday-00_118150_6..N01R,Pelham Bay Park
4767,ASP22GEN-6033-Saturday-00_118200_6..S01R,Brooklyn Bridge-City Hall
4768,ASP22GEN-6033-Saturday-00_119000_6..N01R,Pelham Bay Park
4769,ASP22GEN-6033-Saturday-00_119000_6..S01R,Brooklyn Bridge-City Hall
4770,ASP22GEN-6033-Saturday-00_119800_6..N01R,Pelham Bay Park
