,trip_id,trip_headsign
4278,ASP22GEN-6030-Sunday-00_013950_6..S01R,Brooklyn Bridge-City Hall
4279,ASP22GEN-6030-Sunday-00_015250_6..N01R,Pelham Bay Park
4280,ASP22GEN-6030-Sunday-00_015950_6..S01R,Brooklyn Bridge-City Hall
4281,ASP22GEN-6030-Sunday-00_017250_6..N01R,Pelham Bay Park
4282,ASP22GEN-6030-Sunday-00_017950_6..S01R,Brooklyn Bridge-City Hall
4283,ASP22GEN-6030-Sunday-00_019250_6..N01R,Pelham Bay Park
4284,ASP22GEN-6030-Sunday-00_019950_6..S01R,Brooklyn Bridge-City Hall
4285,ASP22GEN-6030-Sunday-00_021250_6..N01R,Pelham Bay Park
4286,ASP22GEN-6030-Sunday-00_021950_6..S01R,Brooklyn Bridge-City Hall
4287,ASP22GEN-6030-Sunday-00_023250_6..N01R,Pelham Bay Park
4288,ASP22GEN-6030-Sunday-00_023950_6..S01R,Brooklyn Bridge-City Hall
4289,ASP22GEN-6030-Sunday-00_025250_6..N01R,Pelham Bay Park
4290,ASP22GEN-6030-Sunday-00_025950_6..S01R,Brooklyn Bridge-City Hall
4291,ASP22GEN-6030-Sunday-00_027250_6..N01R,Pelham Bay Park
4292,ASP22GEN-6030-Sunday-00_027950_6..S01R,Brooklyn Bridge-City Hall
4293,ASP22GEN-6030-Sunday-00_029250_6..N01R,Pelham Bay Park
4294,ASP22GEN-6030-Sunday-00_029950_6..S01R,Brooklyn Bridge-City Hall
4295,ASP22GEN-6030-Sunday-00_031250_6..N01R,Pelham Bay Park
4296,ASP22GEN-6030-Sunday-00_031950_6..S01R,Brooklyn Bridge-City Hall
4297,ASP22GEN-6030-Sunday-00_033250_6..N01R,Pelham Bay Park
4298,ASP22GEN-6030-Sunday-00_033950_6..S01R,Brooklyn Bridge-City Hall
4299,ASP22GEN-6030-Sunday-00_035250_6..N01R,Pelham Bay Park
4300,ASP22GEN-6030-Sunday-00_035450_6..S01R,Brooklyn Bridge-City Hall
4301,ASP22GEN-6030-Sunday-00_036900_6..S01R,Brooklyn Bridge-City Hall
4302,ASP22GEN-6030-Sunday-00_037200_6..N01R,Pelham Bay Park
4303,ASP22GEN-6030-Sunday-00_038400_6..S01R,Brooklyn Bridge-City Hall
4304,ASP22GEN-6030-Sunday-00_039000_6..N01R,Pelham Bay Park
4305,ASP22GEN-6030-Sunday-00_039900_6..S01R,Brooklyn Bridge-City Hall
4306,ASP22GEN-6030-Sunday-00_040800_6..N01R,Pelham Bay Park
4307,ASP22GEN-6030-Sunday-00_041350_6..S01R,Brooklyn Bridge-City Hall
4308,ASP22GEN-6030-Sunday-00_042300_6..N01R,Pelham Bay Park
4309,ASP22GEN-6030-Sunday-00_042750_6..S01R,Brooklyn Bridge-City Hall
4310,ASP22GEN-6030-Sunday-00_043800_6..N01R,Pelham Bay Park
4311,ASP22GEN-6030-Sunday-00_043950_6..S01R,Brooklyn Bridge-City Hall
4312,ASP22GEN-6030-Sunday-00_045000_6..S01R,Brooklyn Bridge-City Hall
4313,ASP22GEN-6030-Sunday-00_045300_6..N01R,Pelham Bay Park
4314,ASP22GEN-6030-Sunday-00_046000_6..S01R,Brooklyn Bridge-City Hall
4315,ASP22GEN-6030-Sunday-00_046750_6..N01R,Pelham Bay Park
4316,ASP22GEN-6030-Sunday-00_047000_6..S01R,Brooklyn Bridge-City Hall
4317,ASP22GEN-6030-Sunday-00_048000_6..S01R,Brooklyn Bridge-City Hall
4318,ASP22GEN-6030-Sunday-00_048250_6..N01R,Pelham Bay Park
4319,ASP22GEN-6030-Sunday-00_049000_6..S01R,Brooklyn Bridge-City Hall
4320,ASP22GEN-6030-Sunday-00_049750_6..N01R,Pelham Bay Park
4321,ASP22GEN-6030-Sunday-00_050000_6..S01R,Brooklyn Bridge-City Hall
4322,ASP22GEN-6030-Sunday-00_051000_6..N01R,Pelham Bay Park
4323,ASP22GEN-6030-Sunday-00_051000_6..S01R,Brooklyn Bridge-City Hall
4324,ASP22GEN-6030-Sunday-00_052000_6..N01R,Pelham Bay Park
4325,ASP22GEN-6030-Sunday-00_052000_6..S01R,Brooklyn Bridge-City Hall
4326,ASP22GEN-6030-Sunday-00_053000_6..N01R,Pelham Bay Park
4327,ASP22GEN-6030-Sunday-00_053000_6..S01R,Brooklyn Bridge-City Hall
4328,ASP22GEN-6030-Sunday-00_054000_6..N01R,Pelham Bay Park
4329,ASP22GEN-6030-Sunday-00_054000_6..S01R,Brooklyn Bridge-City Hall
4330,ASP22GEN-6030-Sunday-00_054950_6..S01R,Brooklyn Bridge-City Hall
4331,ASP22GEN-6030-Sunday-00_055000_6..N01R,Pelham Bay Park
4332,ASP22GEN-6030-Sunday-00_055750_6..S01R,Brooklyn Bridge-City Hall
4333,ASP22GEN-6030-Sunday-00_056000_6..N01R,Pelham Bay Park
4334,ASP22GEN-6030-Sunday-00_056550_6..S01R,Brooklyn Bridge-City Hall
4335,ASP22GEN-6030-Sunday-00_057000_6..N01R,Pelham Bay Park
4336,ASP22GEN-6030-Sunday-00_057350_6..S01R,Brooklyn Bridge-City Hall
4337,ASP22GEN-6030-Sunday-00_058000_6..N01R,Pelham Bay Park
4338,ASP22GEN-6030-Sunday-00_058150_6..S01R,Brooklyn Bridge-City Hall
4339,ASP22GEN-6030-Sunday-00_058950_6..S01R,Brooklyn Bridge-City Hall
4340,ASP22GEN-6030-Sunday-00_059000_6..N01R,Pelham Bay Park
4341,ASP22GEN-6030-Sunday-00_059750_6..S01R,Brooklyn Bridge-City Hall
4342,ASP22GEN-6030-Sunday-00_060000_6..N01R,Pelham Bay Park
4343,ASP22GEN-6030-Sunday-00_060550_6..S01R,Brooklyn Bridge-City Hall
4344,ASP22GEN-6030-Sunday-00_061000_6..N01R,Pelham Bay Park
4345,ASP22GEN-6030-Sunday-00_061350_6..S01R,Brooklyn Bridge-City Hall
4346,ASP22GEN-6030-Sunday-00_062000_6..N01R,Pelham Bay Park
4347,ASP22GEN-6030-Sunday-00_062150_6..S01R,Brooklyn Bridge-City Hall
4348,ASP22GEN-6030-Sunday-00_062850_6..N01R,Pelham Bay Park
4349,ASP22GEN-6030-Sunday-00_062950_6..S01R,Brooklyn Bridge-City Hall
4350,ASP22GEN-6030-Sunday-00_063650_6..N01R,Pelham Bay Park
4351,ASP22GEN-6030-Sunday-00_063750_6..S01R,Brooklyn Bridge-City Hall
4352,ASP22GEN-6030-Sunday-00_064450_6..N01R,Pelham Bay Park
4353,ASP22GEN-6030-Sunday-00_064550_6..S01R,Brooklyn Bridge-City Hall
4354,ASP22GEN-6030-Sunday-00_065250_6..N01R,Pelham Bay Park
4355,ASP22GEN-6030-Sunday-00_065350_6..S01R,Brooklyn Bridge-City Hall
4356,ASP22GEN-6030-Sunday-00_066050_6..N01R,Pelham Bay Park
4357,ASP22GEN-6030-Sunday-00_066150_6..S01R,Brooklyn Bridge-City Hall
4358,ASP22GEN-6030-Sunday-00_066850_6..N01R,Pelham Bay Park
4359,ASP22GEN-6030-Sunday-00_066950_6..S01R,Brooklyn Bridge-City Hall
4360,ASP22GEN-6030-Sunday-00_067650_6..N01R,Pelham Bay Park
4361,ASP22GEN-6030-Sunday-00_067750_6..S01R,Brooklyn Bridge-City Hall
4362,ASP22GEN-6030-Sunday-00_068450_6..N01R,Pelham Bay Park
4363,ASP22GEN-6030-Sunday-00_068550_6..S01R,Brooklyn Bridge-City Hall
4364,ASP22GEN-6030-Sunday-00_069250_6..N01R,Pelham Bay Park
4365,ASP22GEN-6030-Sunday-00_069350_6..S01R,Brooklyn Bridge-City Hall
4366,ASP22GEN-6030-Sunday-00_070050_6..N01R,Pelham Bay Park
4367,ASP22GEN-6030-Sunday-00_070150_6..S01R,Brooklyn Bridge-City Hall
4368,ASP22GEN-6030-Sunday-00_070850_6..N01R,Pelham Bay Park
4369,ASP22GEN-6030-Sunday-00_070950_6..S01R,Brooklyn Bridge-City Hall
4370,ASP22GEN-6030-Sunday-00_071650_6..N01R,Pelham Bay Park
4371,ASP22GEN-6030-Sunday-00_071750_6..S01R,Brooklyn Bridge-City Hall
4372,ASP22GEN-6030-Sunday-00_072450_6..N01R,Pelham Bay Park
4373,ASP22GEN-6030-Sunday-00_072550_6..S01R,Brooklyn Bridge-City Hall
4374,ASP22GEN-6030-Sunday-00_073250_6..N01R,Pelham Bay Park
4375,ASP22GEN-6030-Sunday-00_073350_6..S01R,Brooklyn Bridge-City Hall
4376,ASP22GEN-6030-Sunday-00_074050_6..N01R,Pelham Bay Park
4377,ASP22GEN-6030-Sunday-00_074150_6..S01R,Brooklyn Bridge-City Hall
4378,ASP22GEN-6030-Sunday-00_074850_6..N01R,Pelham Bay Park
4379,ASP22GEN-6030-Sunday-00_074950_6..S01R,Brooklyn Bridge-City Hall
4380,ASP22GEN-6030-Sunday-00_075650_6..N01R,Pelham Bay Park
4381,ASP22GEN-6030-Sunday-00_075750_6..S01R,Brooklyn Bridge-City Hall
4382,ASP22GEN-6030-Sunday-00_076450_6..N01R,Pelham Bay Park
4383,ASP22GEN-6030-Sunday-00_076550_6..S01R,Brooklyn Bridge-City Hall
4384,ASP22GEN-6030-Sunday-00_077250_6..N01R,Pelham Bay Park
4385,ASP22GEN-6030-Sunday-00_077350_6..S01R,Brooklyn Bridge-City Hall
4386,ASP22GEN-6030-Sunday-00_078050_6..N01R,Pelham Bay Park
4387,ASP22GEN-6030-Sunday-00_078150_6..S01R,Brooklyn Bridge-City Hall
4388,ASP22GEN-6030-Sunday-00_078850_6..N01R,Pelham Bay Park
4389,ASP22GEN-6030-Sunday-00_078950_6..S01R,Brooklyn Bridge-City Hall
4390,ASP22GEN-6030-Sunday-00_079650_6..N01R,Pelham Bay Park
4391,ASP22GEN-6030-Sunday-00_079750_6..S01R,Brooklyn Bridge-City Hall
4392,ASP22GEN-6030-Sunday-00_080450_6..N01R,Pelham Bay Park
4393,ASP22GEN-6030-Sunday-00_080550_6..S01R,Brooklyn Bridge-City Hall
4394,ASP22GEN-6030-Sunday-00_081250_6..N01R,Pelham Bay Park
4395,ASP22GEN-6030-Sunday-00_081350_6..S01R,Brooklyn Bridge-City Hall
4396,ASP22GEN-6030-Sunday-00_082050_6..N01R,Pelham Bay Park
4397,ASP22GEN-6030-Sunday-00_082150_6..S01R,Brooklyn Bridge-City Hall
4398,ASP22GEN-6030-Sunday-00_082850_6..N01R,Pelham Bay Park
4399,ASP22GEN-6030-Sunday-00_082950_6..S01R,Brooklyn Bridge-City Hall
4400,ASP22GEN-6030-Sunday-00_083650_6..N01R,Pelham Bay Park
4401,ASP22GEN-6030-Sunday-00_083750_6..S01R,Brooklyn Bridge-City Hall
4402,ASP22GEN-6030-Sunday-00_084450_6..N01R,Pelham Bay Park
4403,ASP22GEN-6030-Sunday-00_084550_6..S01R,Brooklyn Bridge-City Hall
4404,ASP22GEN-6030-Sunday-00_085250_6..N01R,Pelham Bay Park
4405,ASP22GEN-6030-Sunday-00_085350_6..S01R,Brooklyn Bridge-City Hall
4406,ASP22GEN-6030-Sunday-00_086050_6..N01R,Pelham Bay Park
4407,ASP22GEN-6030-Sunday-00_086150_6..S01R,Brooklyn Bridge-City Hall
4408,ASP22GEN-6030-Sunday-00_086850_6..N01R,Pelham Bay Park
4409,ASP22GEN-6030-Sunday-00_086950_6..S01R,Brooklyn Bridge-City Hall
4410,ASP22GEN-6030-Sunday-00_087650_6..N01R,Pelham Bay Park
4411,ASP22GEN-6030-Sunday-00_087750_6..S01R,Brooklyn Bridge-City Hall
4412,ASP22GEN-6030-Sunday-00_088450_6..N01R,Pelham Bay Park
4413,ASP22GEN-6030-Sunday-00_088550_6..S01R,Brooklyn Bridge-City Hall
4414,ASP22GEN-6030-Sunday-00_089250_6..N01R,Pelham Bay Park
4415,ASP22GEN-6030-Sunday-00_089350_6..S01R,Brooklyn Bridge-City Hall
4416,ASP22GEN-6030-Sunday-00_090050_6..N01R,Pelham Bay Park
4417,ASP22GEN-6030-Sunday-00_090150_6..S01R,Brooklyn Bridge-City Hall
4418,ASP22GEN-6030-Sunday-00_090850_6..N01R,Pelham Bay Park
4419,ASP22GEN-6030-Sunday-00_090950_6..S01R,Brooklyn Bridge-City Hall
4420,ASP22GEN-6030-Sunday-00_091650_6..N01R,Pelham Bay Park
4421,ASP22GEN-6030-Sunday-00_091750_6..S01R,Brooklyn Bridge-City Hall
4422,ASP22GEN-6030-Sunday-00_092450_6..N01R,Pelham Bay Park
4423,ASP22GEN-6030-Sunday-00_092550_6..S01R,Brooklyn Bridge-City Hall
4424,ASP22GEN-6030-Sunday-00_093250_6..N01R,Pelham Bay Park
4425,ASP22GEN-6030-Sunday-00_093350_6..S01R,Brooklyn Bridge-City Hall
4426,ASP22GEN-6030-Sunday-00_094050_6..N01R,Pelham Bay Park
4427,ASP22GEN-6030-Sunday-00_094150_6..S01R,Brooklyn Bridge-City Hall
4428,ASP22GEN-6030-Sunday-00_094850_6..N01R,Pelham Bay Park
4429,ASP22GEN-6030-Sunday-00_094950_6..S01R,Brooklyn Bridge-City Hall
4430,ASP22GEN-6030-Sunday-00_095650_6..N01R,Pelham Bay Park
4431,ASP22GEN-6030-Sunday-00_095750_6..S01R,Brooklyn Bridge-City Hall
4432,ASP22GEN-6030-Sunday-00_096450_6..N01R,Pelham Bay Park
4433,ASP22GEN-6030-Sunday-00_096550_6..S01R,Brooklyn Bridge-City Hall
4434,ASP22GEN-6030-Sunday-00_097250_6..N01R,Pelham Bay Park
4435,ASP22GEN-6030-Sunday-00_097350_6..S01R,Brooklyn Bridge-City Hall
4436,ASP22GEN-6030-Sunday-00_098050_6..N01R,Pelham Bay Park
4437,ASP22GEN-6030-Sunday-00_098150_6..S01R,Brooklyn Bridge-City Hall
4438,ASP22GEN-6030-Sunday-00_098850_6..N01R,Pelham Bay Park
4439,ASP22GEN-6030-Sunday-00_098950_6..S01R,Brooklyn Bridge-City Hall
4440,ASP22GEN-6030-Sunday-00_099650_6..N01R,Pelham Bay Park
4441,ASP22GEN-6030-Sunday-00_099750_6..S01R,Brooklyn Bridge-City Hall
4442,ASP22GEN-6030-Sunday-00_100450_6..N01R,Pelham Bay Park
4443,ASP22GEN-6030-Sunday-00_100550_6..S01R,Brooklyn Bridge-City Hall
4444,ASP22GEN-6030-Sunday-00_101250_6..N01R,Pelham Bay Park
4445,ASP22GEN-6030-Sunday-00_101400_6..S01R,Brooklyn Bridge-City Hall
4446,ASP22GEN-6030-Sunday-00_102050_6..N01R,Pelham Bay Park
4447,ASP22GEN-6030-Sunday-00_102200_6..S01R,Brooklyn Bridge-City Hall
4448,ASP22GEN-6030-Sunday-00_102850_6..N01R,Pelham Bay Park
4449,ASP22GEN-6030-Sunday-00_103000_6..S01R,Brooklyn Bridge-City Hall
4450,ASP22GEN-6030-Sunday-00_103650_6..N01R,Pelham Bay Park
4451,ASP22GEN-6030-Sunday-00_103800_6..S01R,Brooklyn Bridge-City Hall
4452,ASP22GEN-6030-Sunday-00_104450_6..N01R,Pelham Bay Park
4453,ASP22GEN-6030-Sunday-00_104600_6..S01R,Brooklyn Bridge-City Hall
4454,ASP22GEN-6030-Sunday-00_105250_6..N01R,Pelham Bay Park
4455,ASP22GEN-6030-Sunday-00_105400_6..S01R,Brooklyn Bridge-City Hall
4456,ASP22GEN-6030-Sunday-00_106050_6..N01R,Pelham Bay Park
4457,ASP22GEN-6030-Sunday-00_106200_6..S01R,Brooklyn Bridge-City Hall
4458,ASP22GEN-6030-Sunday-00_106850_6..N01R,Pelham Bay Park
4459,ASP22GEN-6030-Sunday-00_107000_6..S01R,Brooklyn Bridge-City Hall
4460,ASP22GEN-6030-Sunday-00_107650_6..N01R,Pelham Bay Park
4461,ASP22GEN-6030-Sunday-00_107800_6..S01R,Brooklyn Bridge-City Hall
4462,ASP22GEN-6030-Sunday-00_108450_6..N01R,Pelham Bay Park
4463,ASP22GEN-6030-Sunday-00_108600_6..S01R,Brooklyn Bridge-City Hall
4464,ASP22GEN-6030-Sunday-00_109250_6..N01R,Pelham Bay Park
4465,ASP22GEN-6030-Sunday-00_109400_6..S01R,Brooklyn Bridge-City Hall
4466,ASP22GEN-6030-Sunday-00_110050_6..N01R,Pelham Bay Park
4467,ASP22GEN-6030-Sunday-00_110200_6..S01R,Brooklyn Bridge-City Hall
4468,ASP22GEN-6030-Sunday-00_110850_6..N01R,Pelham Bay Park
4469,ASP22GEN-6030-Sunday-00_111150_6..S01R,Brooklyn Bridge-City Hall
4470,ASP22GEN-6030-Sunday-00_111650_6..N01R,Pelham Bay Park
4471,ASP22GEN-6030-Sunday-00_112150_6..S01R,Brooklyn Bridge-City Hall
4472,ASP22GEN-6030-Sunday-00_112450_6..N01R,Pelham Bay Park
4473,ASP22GEN-6030-Sunday-00_113150_6..S01R,Brooklyn Bridge-City Hall
4474,ASP22GEN-6030-Sunday-00_113250_6..N01R,Pelham Bay Park
4475,ASP22GEN-6030-Sunday-00_114050_6..N01R,Pelham Bay Park
4476,ASP22GEN-6030-Sunday-00_114350_6..S01R,Brooklyn Bridge-City Hall
4477,ASP22GEN-6030-Sunday-00_114850_6..N01R,Pelham Bay Park
4478,ASP22GEN-6030-Sunday-00_115550_6..S01R,Brooklyn Bridge-City Hall
4479,ASP22GEN-6030-Sunday-00_115650_6..N01R,Pelham Bay Park
4480,ASP22GEN-6030-Sunday-00_116450_6..N01R,Pelham Bay Park
4481,ASP22GEN-6030-Sunday-00_116750_6..S01R,Brooklyn Bridge-City Hall
4482,ASP22GEN-6030-Sunday-00_117250_6..N01R,Pelham Bay Park
4483,ASP22GEN-6030-Sunday-00_117950_6..S01R,Brooklyn Bridge-City Hall
4484,ASP22GEN-6030-Sunday-00_118050_6..N01R,Pelham Bay Park
4485,ASP22GEN-6030-Sunday-00_119000_6..N01R,Pelham Bay Park
4486,ASP22GEN-6030-Sunday-00_119150_6..S01R,Brooklyn Bridge-City Hall
4487,ASP22GEN-6030-Sunday-00_120000_6..N01R,Pelham Bay Park
4488,ASP22GEN-6030-Sunday-00_120650_6..S01R,Brooklyn Bridge-City Hall
4489,ASP22GEN-6030-Sunday-00_121200_6..N01R,Pelham Bay Park
4490,ASP22GEN-6030-Sunday-00_121650_6..S01R,Brooklyn Bridge-City Hall
4491,ASP22GEN-6030-Sunday-00_122400_6..N01R,Pelham Bay Park
4492,ASP22GEN-6030-Sunday-00_122850_6..S01R,Brooklyn Bridge-City Hall
4493,ASP22GEN-6030-Sunday-00_123600_6..N01R,Pelham Bay Park
4494,ASP22GEN-6030-Sunday-00_124050_6..S01R,Brooklyn Bridge-City Hall
4495,ASP22GEN-6030-Sunday-00_124800_6..N01R,Pelham Bay Park
4496,ASP22GEN-6030-Sunday-00_125250_6..S01R,Brooklyn Bridge-City Hall
4497,ASP22GEN-6030-Sunday-00_126000_6..N01R,Pelham Bay Park
4498,ASP22GEN-6030-Sunday-00_126450_6..S01R,Brooklyn Bridge-City Hall
4499,ASP22GEN-6030-Sunday-00_127200_6..N01R,Pelham Bay Park
4500,ASP22GEN-6030-Sunday-00_127650_6..S01R,Brooklyn Bridge-City Hall
4501,ASP22GEN-6030-Sunday-00_128400_6..N01R,Pelham Bay Park
4502,ASP22GEN-6030-Sunday-00_128850_6..S01R,Brooklyn Bridge-City Hall
4503,ASP22GEN-6030-Sunday-00_129600_6..N01R,Pelham Bay Park
4504,ASP22GEN-6030-Sunday-00_130050_6..S01R,Brooklyn Bridge-City Hall
4505,ASP22GEN-6030-Sunday-00_130800_6..N01R,Pelham Bay Park
4506,ASP22GEN-6030-Sunday-00_131250_6..S01R,Brooklyn Bridge-City Hall
4507,ASP22GEN-6030-Sunday-00_132000_6..N01R,Pelham Bay Park
4508,ASP22GEN-6030-Sunday-00_132750_6..S01R,Brooklyn Bridge-City Hall
4509,ASP22GEN-6030-Sunday-00_133200_6..N01R,Pelham Bay Park
4510,ASP22GEN-6030-Sunday-00_134250_6..S01R,Brooklyn Bridge-City Hall
4511,ASP22GEN-6030-Sunday-00_134400_6..N01R,Pelham Bay Park
4512,ASP22GEN-6030-Sunday-00_135600_6..N01R,Pelham Bay Park
4513,ASP22GEN-6030-Sunday-00_135750_6..S01R,Brooklyn Bridge-City Hall
4514,ASP22GEN-6030-Sunday-00_136800_6..N01R,Pelham Bay Park
4515,ASP22GEN-6030-Sunday-00_137250_6..S01R,Brooklyn Bridge-City Hall
4516,ASP22GEN-6030-Sunday-00_138100_6..N01R,Pelham Bay Park
4517,ASP22GEN-6030-Sunday-00_138750_6..S01R,Brooklyn Bridge-City Hall
4518,ASP22GEN-6030-Sunday-00_139500_6..N01R,Pelham Bay Park
4519,ASP22GEN-6030-Sunday-00_140250_6..S01R,Brooklyn Bridge-City Hall
4520,ASP22GEN-6030-Sunday-00_141000_6..N01R,Pelham Bay Park
4521,ASP22GEN-6030-Sunday-00_141750_6..S01R,Brooklyn Bridge-City Hall
4522,ASP22GEN-6030-Sunday-00_142500_6..N01R,Pelham Bay Park
4523,ASP22GEN-6030-Sunday-00_143250_6..S01R,Brooklyn Bridge-City Hall
4524,ASP22GEN-6030-Sunday-00_144000_6..N01R,Pelham Bay Park
4525,ASP22GEN-6030-Sunday-00_145500_6..N01R,Pelham Bay Park
4526,ASP22GEN-6030-Sunday-00_147000_6..N01R,Pelham Bay Park
4527,ASP22GEN-6030-Sunday-00_148500_6..N01R,Pelham Bay Park
4528,ASP22GEN-6030-Sunday-00_150000_6..N01R,Pelham Bay Park
5833,ASP22GEN-7025-Sunday-00_001150_7..S97R,34 St-Hudson Yards
5834,ASP22GEN-7025-Sunday-00_002550_7..S97R,34 St-Hudson Yards
5835,ASP22GEN-7025-Sunday-00_004000_7..S97R,34 St-Hudson Yards
5836,ASP22GEN-7025-Sunday-00_006000_7..S97R,34 St-Hudson Yards
5837,ASP22GEN-7025-Sunday-00_006150_7..N97R,Flushing-Main St
5838,ASP22GEN-7025-Sunday-00_007650_7..N97R,Flushing-Main St
5839,ASP22GEN-7025-Sunday-00_008000_7..S97R,34 St-Hudson Yards
5840,ASP22GEN-7025-Sunday-00_009650_7..N97R,Flushing-Main St
5841,ASP22GEN-7025-Sunday-00_010000_7..S97R,34 St-Hudson Yards
5842,ASP22GEN-7025-Sunday-00_011650_7..N97R,Flushing-Main St
5843,ASP22GEN-7025-Sunday-00_012000_7..S97R,34 St-Hudson Yards
5844,ASP22GEN-7025-Sunday-00_013650_7..N97R,Flushing-Main St
5845,ASP22GEN-7025-Sunday-00_014000_7..S97R,34 St-Hudson Yards
5846,ASP22GEN-7025-Sunday-00_015650_7..N97R,Flushing-Main St
5847,ASP22GEN-7025-Sunday-00_016000_7..S97R,34 St-Hudson Yards
5848,ASP22GEN-7025-Sunday-00_017650_7..N97R,Flushing-Main St
5849,ASP22GEN-7025-Sunday-00_018000_7..S97R,34 St-Hudson Yards
5850,ASP22GEN-7025-Sunday-00_019650_7..N97R,Flushing-Main St
5851,ASP22GEN-7025-Sunday-00_020000_7..S97R,34 St-Hudson Yards
5852,ASP22GEN-7025-Sunday-00_021650_7..N97R,Flushing-Main St
5853,ASP22GEN-7025-Sunday-00_022000_7..S97R,34 St-Hudson Yards
5854,ASP22GEN-7025-Sunday-00_023650_7..N97R,Flushing-Main St
5855,ASP22GEN-7025-Sunday-00_024000_7..S97R,34 St-Hudson Yards
5856,ASP22GEN-7025-Sunday-00_025650_7..N97R,Flushing-Main St
5857,ASP22GEN-7025-Sunday-00_026000_7..S97R,34 St-Hudson Yards
5858,ASP22GEN-7025-Sunday-00_027650_7..N97R,Flushing-Main St
5859,ASP22GEN-7025-Sunday-00_028000_7..S97R,34 St-Hudson Yards
5860,ASP22GEN-7025-Sunday-00_029650_7..N97R,Flushing-Main St
5861,ASP22GEN-7025-Sunday-00_030000_7..S97R,34 St-Hudson Yards
5862,ASP22GEN-7025-Sunday-00_031650_7..N97R,Flushing-Main St
5863,ASP22GEN-7025-Sunday-00_032000_7..S97R,34 St-Hudson Yards
5864,ASP22GEN-7025-Sunday-00_033650_7..N97R,Flushing-Main St
5865,ASP22GEN-7025-Sunday-00_033700_7..S97R,34 St-Hudson Yards
5866,ASP22GEN-7025-Sunday-00_035000_7..S97R,34 St-Hudson Yards
5867,ASP22GEN-7025-Sunday-00_035650_7..N97R,Flushing-Main St
5868,ASP22GEN-7025-Sunday-00_036000_7..S97R,34 St-Hudson Yards
5869,ASP22GEN-7025-Sunday-00_036900_7..S97R,34 St-Hudson Yards
5870,ASP22GEN-7025-Sunday-00_037250_7..N97R,Flushing-Main St
5871,ASP22GEN-7025-Sunday-00_037700_7..S97R,34 St-Hudson Yards
5872,ASP22GEN-7025-Sunday-00_038500_7..S97R,34 St-Hudson Yards
5873,ASP22GEN-7025-Sunday-00_038600_7..N97R,Flushing-Main St
5874,ASP22GEN-7025-Sunday-00_039300_7..S97R,34 St-Hudson Yards
5875,ASP22GEN-7025-Sunday-00_039800_7..N97R,Flushing-Main St
5876,ASP22GEN-7025-Sunday-00_040100_7..S97R,34 St-Hudson Yards
5877,ASP22GEN-7025-Sunday-00_040800_7..N97R,Flushing-Main St
5878,ASP22GEN-7025-Sunday-00_040900_7..S97R,34 St-Hudson Yards
5879,ASP22GEN-7025-Sunday-00_041700_7..N97R,Flushing-Main St
5880,ASP22GEN-7025-Sunday-00_041700_7..S97R,34 St-Hudson Yards
5881,ASP22GEN-7025-Sunday-00_042500_7..N97R,Flushing-Main St
5882,ASP22GEN-7025-Sunday-00_042500_7..S97R,34 St-Hudson Yards
5883,ASP22GEN-7025-Sunday-00_043300_7..N97R,Flushing-Main St
5884,ASP22GEN-7025-Sunday-00_043300_7..S97R,34 St-Hudson Yards
5885,ASP22GEN-7025-Sunday-00_044100_7..N97R,Flushing-Main St
5886,ASP22GEN-7025-Sunday-00_044100_7..S97R,34 St-Hudson Yards
5887,ASP22GEN-7025-Sunday-00_044850_7..N97R,Flushing-Main St
5888,ASP22GEN-7025-Sunday-00_044900_7..S97R,34 St-Hudson Yards
5889,ASP22GEN-7025-Sunday-00_045550_7..N97R,Flushing-Main St
5890,ASP22GEN-7025-Sunday-00_045700_7..S97R,34 St-Hudson Yards
5891,ASP22GEN-7025-Sunday-00_046250_7..N97R,Flushing-Main St
5892,ASP22GEN-7025-Sunday-00_046500_7..S97R,34 St-Hudson Yards
5893,ASP22GEN-7025-Sunday-00_046950_7..N97R,Flushing-Main St
5894,ASP22GEN-7025-Sunday-00_047300_7..S97R,34 St-Hudson Yards
5895,ASP22GEN-7025-Sunday-00_047650_7..N97R,Flushing-Main St
5896,ASP22GEN-7025-Sunday-00_047900_7..S97R,34 St-Hudson Yards
5897,ASP22GEN-7025-Sunday-00_048350_7..N97R,Flushing-Main St
5898,ASP22GEN-7025-Sunday-00_048500_7..S97R,34 St-Hudson Yards
5899,ASP22GEN-7025-Sunday-00_049050_7..N97R,Flushing-Main St
5900,ASP22GEN-7025-Sunday-00_049100_7..S97R,34 St-Hudson Yards
5901,ASP22GEN-7025-Sunday-00_049700_7..S97R,34 St-Hudson Yards
5902,ASP22GEN-7025-Sunday-00_049750_7..N97R,Flushing-Main St
5903,ASP22GEN-7025-Sunday-00_050300_7..S97R,34 St-Hudson Yards
5904,ASP22GEN-7025-Sunday-00_050450_7..N97R,Flushing-Main St
5905,ASP22GEN-7025-Sunday-00_050900_7..S97R,34 St-Hudson Yards
5906,ASP22GEN-7025-Sunday-00_051150_7..N97R,Flushing-Main St
5907,ASP22GEN-7025-Sunday-00_051500_7..S97R,34 St-Hudson Yards
5908,ASP22GEN-7025-Sunday-00_051750_7..N97R,Flushing-Main St
5909,ASP22GEN-7025-Sunday-00_052100_7..S97R,34 St-Hudson Yards
5910,ASP22GEN-7025-Sunday-00_052350_7..N97R,Flushing-Main St
